locale,code,name,descr
"ru","CX","О-в Рождества","Остров Рождества"
"ru","CY","Кипр","Кипр"
"ru","CZ","Чешская Республика","Чешская Республика"
"ru","DE","Германия","Германия"
"ru","DJ","Джибути","Джибути"
"ru","DK","Дания","Дания"
"ru","DM","Доминика","Доминика"
"ru","DO","Доминик. Респ.","Доминиканская Республика"
"ru","DZ","Алжир","Алжир"
"ru","EC","Эквадор","Эквадор"
"ru","EE","Эстония","Эстония"
"ru","EG","Египет","Египет"
"ru","EH","Западная Сахара","Западная Сахара"
"ru","ER","Эритрея","Эритрея"
"ru","ES","Испания","Испания"
"ru","ET","Эфиопия","Эфиопия"
"ru","FI","Финляндия","Финляндия"
"ru","FJ","Фиджи","Фиджи"
"ru","FK","Фолкленд. о-ва","Фолклендские острова"
"ru","FM","Микронезия","Микронезия"
"ru","FO","Фарерские острова","Фарерские острова"
"ru","FR","Франция","Франция"
"ru","GA","Габон","Габон"
"ru","GB","Великобритания","Великобритания"
"ru","GD","Гренада","Гренада"
"ru","GE","Грузия","Грузия"
"ru","GF","Французская Гвиана","Французская Гвиана"
"ru","GG","Гернси","Гернси (Нормандские острова)"
"ru","GH","Гана","Гана"
"ru","GI","Гибралтар","Гибралтар"
"ru","GL","Гренландия","Гренландия"
"ru","GM","Гамбия","Гамбия"
"ru","GN","Гвинея","Гвинея"
"ru","GP","Гваделупа","Гваделупа"
"ru","GQ","Экватор. Гвинея","Экваториальная Гвинея"
"ru","GR","Греция","Греция"
"ru","GS","Юж. Сандв. о-ва","Южная Георгия и Южные Сандвичевы острова"
"ru","GT","Гватемала","Гватемала"
"ru","GU","Гуам","Гуам"
"ru","GW","Гвинея-Бисау","Гвинея-Бисау"
"ru","GY","Гайана","Гайана"
"ru","HK","Гонконг","Гонконг"
"ru","HM","О-ва Херд/МкДон.","Острова Херд и Макдональд"
"ru","HN","Гондурас","Гондурас"
"ru","HR","Хорватия","Хорватия"
"ru","HT","Гаити","Гаити"
"ru","HU","Венгрия","Венгрия"
"ru","ID","Индонезия","Индонезия"
"ru","IE","Ирландия","Ирландия"
"ru","IL","Израиль","Израиль"
"ru","IM","Остров Мэн","Остров Мэн"
"ru","IN","Индия","Индия"
"ru","IO","БрТер в ИндОк","Британская территория в Индийском океане"
"ru","IQ","Ирак","Ирак"
"ru","IS","Исландия","Исландия"
"ru","IT","Италия","Италия"
"ru","JE","Джерси","Джерси"
"ru","JM","Ямайка","Ямайка"
"ru","JO","Иордания","Иордания"
"ru","JP","Япония","Япония"
"ru","KE","Кения","Кения"
"ru","KG","Киргизия","Киргизия"
"ru","KH","Камбоджа","Камбоджа"
"ru","KI","Кирибати","Кирибати"
"ru","KM","Коморские острова","Коморские острова"
"ru","KN","С.-Китс/Невис","Сент-Китс и Невис"
"ru","KR","Южная Корея","Южная Корея"
"ru","KW","Кувейт","Кувейт"
"ru","KY","Каймановы острова","Каймановы острова"
"ru","KZ","Казахстан","Казахстан"
"ru","LA","Лаос","Лаос"
"ru","LB","Ливан","Ливан"
"ru","LC","Сент-Люсия","Сент-Люсия"
"ru","LI","Лихтенштейн","Лихтенштейн"
"ru","LK","Шри-Ланка","Шри-Ланка"
"ru","LR","Либерия","Либерия"
"ru","LS","Лесото","Лесото"
"ru","LT","Литва","Литва"
"ru","LU","Люксембург","Люксембург"
"ru","LV","Латвия","Латвия"
"ru","LY","Ливия","Ливия"
"ru","MA","Марокко","Марокко"
"ru","MC","Монако","Монако"
"ru","MD","Молдавия","Молдавия"
"ru","ME","Черногория","Черногория"
"ru","MF","С.-Мартен","Сен-Мартен"
"ru","MG","Мадагаскар","Мадагаскар"
"ru","MH","Маршалловы о-ва","Маршалловы острова"
"ru","MK","Северная Македония","Республика Северная Македония"
"ru","ML","Мали","Мали"
"ru","MM","Бирма","Бирма"
"ru","MN","Монголия","Монголия"
"ru","MO","Макао, Китай","Макао, Китай"
"ru","MP","Сев. Мариан. о-ва","Северные Марианские острова"
"ru","MQ","Мартиника","Мартиника"
"ru","MR","Мавритания","Мавритания"
"ru","MS","Монтсеррат","Монтсеррат"
"ru","MT","Мальта","Мальта"
"ru","MU","Маврикий","Маврикий"
"ru","MV","Мальдивы","Мальдивы"
"ru","MW","Малави","Малави"
"ru","MX","Мексика","Мексика"
"ru","MY","Малайзия","Малайзия"
"ru","MZ","Мозамбик","Мозамбик"
"ru","NA","Намибия","Намибия"
"ru","NC","Новая Каледония","Новая Каледония"
"ru","NE","Нигер","Нигер"
"ru","NF","Остров Норфолк","Остров Норфолк"
"ru","NG","Нигерия","Нигерия"
"ru","NI","Никарагуа","Никарагуа"
"ru","NL","Нидерланды","Нидерланды"
"ru","NO","Норвегия","Норвегия"
"ru","NP","Непал","Непал"
"ru","NR","Науру","Науру"
"ru","NU","Ниуэ","Ниуэ"
"ru","NZ","Новая Зеландия","Новая Зеландия"
"ru","OM","Оман","Оман"
"ru","PA","Панама","Панама"
"ru","PE","Перу","Перу"
"ru","PF","Фр. Полинезия","Французская Полинезия"
"ru","PG","Папуа-Нов. Гвинея","Папуа-Новая Гвинея"
"ru","PH","Филиппины","Филиппины"
"ru","PK","Пакистан","Пакистан"
"ru","PL","Польша","Польша"
"ru","PM","С.-Пьер,Микел.","Сен-Пьер и Микелон"
"ru","PN","Острова Питкэрн","О-ва Питкэрн"
"ru","PR","Пуэрто-Рико","Пуэрто-Рико"
"ru","PS","Палестина","Палестина"
"ru","PT","Португалия","Португалия"
"ru","PW","Палау","Палау"
"ru","PY","Парагвай","Парагвай"
"ru","QA","Катар","Катар"
"ru","RE","Реюньон","Реюньон"
"ru","RO","Румыния","Румыния"
"ru","RS","Сербия","Сербия"
"ru","RU","Российская Фед.","Российская Федерация"
"ru","RW","Руанда","Руанда"
"ru","SA","Саудовская Аравия","Саудовская Аравия"
"ru","SB","Соломоновы острова","Соломоновы острова"
"ru","SC","Сейшелы","Сейшелы"
"ru","SD","Судан","Судан"
"ru","SE","Швеция","Швеция"
"ru","SG","Сингапур","Сингапур"
"ru","SH","Остров Святой Елены","Остров Святой Елены"
"ru","SI","Словения","Словения"
"ru","SJ","Шпицберген","Шпицберген"
"ru","SK","Словакия","Словакия"
"ru","SL","Сьерра-Леоне","Сьерра-Леоне"
"ru","SM","Сан-Марино","Сан-Марино"
"ru","SN","Сенегал","Сенегал"
"ru","SO","Сомали","Сомали"
"ru","SR","Суринам","Суринам"
"ru","SS","Южный Судан","Южный Судан"
"ru","ST","С.-Томе, Принс.","Сан-Томе и Принсипи"
"ru","SV","Сальвадор","Сальвадор"
"ru","SX","Синт-Мартен","Синт-Мартен (Нидерланды)"
"ru","SZ","Эсватини","Королевство Эсватини"
"ru","TC","Теркс и Кайкос","Теркс и Кайкос"
"ru","TD","Чад","Чад"
"ru","TF","Франц. Юж. тер.","Французские Южные и Антарктические территории"
"ru","TG","Того","Того"
"ru","TH","Таиланд","Таиланд"
"ru","TJ","Таджикистан","Таджикистан"
"ru","TK","Острова Токелау","Острова Токелау"
"ru","TL","Восточный Тимор","Восточный Тимор"
"ru","TM","Туркменистан","Туркменистан"
"ru","TN","Тунис","Тунис"
"ru","TO","Тонга","Тонга"
"ru","TP","Восточный Тимор","Восточный Тимор"
"ru","TR","Турция","Турция"
"ru","TT","Тринидад,Тобаго","Тринидад и Тобаго"
"ru","TV","Тувалу","Тувалу"
"ru","TW","Тайвань","Тайвань"
"ru","TZ","Танзания","Танзания"
"ru","UA","Украина","Украина"
"ru","UG","Уганда","Уганда"
"ru","UM","Вн. Мал. о-ва","Внешние малые острова США"
"ru","US","США","США"
"ru","UY","Уругвай","Уругвай"
"ru","UZ","Узбекистан","Узбекистан"
"ru","VA","Ватикан","Ватикан"
"ru","VC","Сент-Винсент","Сент-Винсент и Гренадины"
"ru","VE","Венесуэла","Венесуэла"
"ru","VG","Бр. Вирг. о-ва","Британские Виргинские Острова"
"ru","VI","Вирг. о-ва США","Виргинские острова Соединённых Штатов"
"ru","VN","Вьетнам","Вьетнам"
"ru","VU","Вануату","Вануату"
"ru","WF","Уоллис, Футуна","Острова Уоллис и Футуна"
"ru","WS","Самоа","Самоа"
"ru","YE","Йемен","Йемен"
"ru","YT","Майотта","Майотта"
"ru","ZA","Южно-Африканская Республика","Южно-Африканская Республика"
"ru","ZM","Замбия","Замбия"
"ru","ZW","Зимбабве","Зимбабве"
